yr,mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,Peak_Hour,hour_bucket,Weekend,Temp_Difference,season_spring,season_summer,season_winter,weathersit_Heavy Rain,weathersit_Light Snow,weathersit_Mist
2011,6,20,0,5,1,0.7423253702734651,0.846042446596929,-1.7481003073449846,-0.21162216067152378,293,0,3,0,0.01880000000000004,0,1,0,0,0,0
2011,6,21,0,5,1,0.7423253702734651,0.846042446596929,-1.7481003073449846,-0.6997682191816975,247,0,3,0,0.01880000000000004,0,1,0,0,0,0
2011,6,22,0,5,1,0.6384067547142552,0.846042446596929,-1.437058455837667,-1.5542282378469092,171,0,3,0,0.0011999999999999789,0,1,0,0,0,0
2011,6,23,0,5,1,0.4305695235958353,0.4054001055932909,-0.866815061407584,-0.6997682191816975,171,0,3,0,0.034499999999999975,0,1,0,0,0,0
2011,6,0,0,6,0,0.3266509080366259,0.31692238322532135,-0.5557732099002662,-1.5542282378469092,93,0,3,1,0.02970000000000006,0,1,0,0,0,0
2011,6,1,0,6,0,0.22273229247741594,0.2290267511360884,0.06631049311436937,-0.6997682191816975,94,0,3,1,0.024800000000000044,0,1,0,0,0,0
2011,6,2,0,6,0,0.22273229247741594,0.2290267511360884,-0.34841197556205417,0.032042036038747064,59,0,3,1,0.024800000000000044,0,1,0,0,0,0
2011,6,3,0,6,0,0.11881367691820598,0.14054902876811884,-0.1928910498083957,-0.6997682191816975,18,0,3,1,0.020000000000000018,0,1,0,0,0,0
2011,6,4,0,6,0,0.11881367691820598,0.14054902876811884,-0.1928910498083957,-0.8216003175368329,15,0,3,1,0.020000000000000018,0,1,0,0,0,0
2011,6,5,0,6,0,0.014895061358996025,0.052071306400149286,0.06631049311436937,-1.5542282378469092,8,0,3,1,0.015199999999999991,0,1,0,0,0,0
2011,6,6,0,6,0,0.22273229247741594,0.2290267511360884,-0.14105074122384267,-1.5542282378469092,28,0,3,1,0.024800000000000044,0,1,0,0,0,0
2011,6,7,0,6,0,0.3266509080366259,0.31692238322532135,-0.34841197556205417,-1.5542282378469092,87,1,2,1,0.02970000000000006,0,1,0,0,0,0
2011,6,8,0,6,0,0.5344881391550452,0.846042446596929,-0.866815061407584,-0.8216003175368329,125,1,2,1,0.021199999999999997,0,1,0,0,0,0
2011,6,9,0,6,0,0.6384067547142552,0.846042446596929,-1.022335987161243,-0.4561040224714265,224,1,2,1,0.0011999999999999789,0,1,0,0,0,0
2011,6,10,0,6,0,0.7423253702734651,0.846042446596929,-1.2815375300840077,-0.6997682191816975,317,0,0,1,0.01880000000000004,0,1,0,0,0,0
2011,6,11,0,6,0,0.8462439858326751,0.846042446596929,-1.3852181472531138,-0.4561040224714265,369,0,0,1,0.03880000000000006,0,1,0,0,0,0
2011,6,12,0,6,0,1.0540812169510945,0.9345201689648985,-1.5925793815913256,-0.21162216067152378,420,0,0,1,0.06359999999999999,0,1,0,0,0,0
2011,6,13,0,6,0,1.2619184480695143,1.0224158010541315,-1.7999406159295375,-0.4561040224714265,456,0,0,1,0.08850000000000002,0,1,0,0,0,0
2011,6,14,0,6,0,1.2619184480695143,1.0224158010541315,-1.5407390730067727,0.2765238978386496,451,0,0,1,0.08850000000000002,0,1,0,0,0,0
2011,6,15,0,6,0,1.2619184480695143,1.0224158010541315,-1.8517809245140904,1.8627941717243057,404,0,0,1,0.08850000000000002,0,1,0,0,0,1
2011,6,16,0,6,0,1.1579998325103045,1.0224158010541315,-1.6962599987604317,-0.4561040224714265,440,0,0,1,0.0685,0,1,0,0,0,1
2011,6,17,0,6,0,1.1579998325103045,1.0224158010541315,-1.4888987644222196,0.5201880945489205,344,1,1,1,0.0685,0,1,0,0,0,1
2011,6,18,0,6,0,1.2619184480695143,1.0224158010541315,-1.6962599987604317,-0.21162216067152378,341,1,1,1,0.08850000000000002,0,1,0,0,0,1
2011,6,19,0,6,0,1.0540812169510945,0.9345201689648985,-1.2296972214994548,-0.8216003175368329,285,1,1,1,0.06359999999999999,0,1,0,0,0,1
2011,6,20,0,6,0,1.0540812169510945,1.0224158010541315,-0.7631344442384783,-0.8216003175368329,239,0,3,1,0.04849999999999999,0,1,0,0,0,1
2011,6,21,0,6,0,0.8462439858326751,0.846042446596929,-0.8149747528230312,-0.6997682191816975,185,0,3,1,0.03880000000000006,0,1,0,0,0,1
2011,6,22,0,6,0,0.7423253702734651,0.846042446596929,-0.2965716669775017,0.2765238978386496,190,0,3,1,0.01880000000000004,0,1,0,0,0,0
2011,6,23,0,6,0,0.7423253702734651,0.846042446596929,-0.2965716669775017,-1.5542282378469092,150,0,3,1,0.01880000000000004,0,1,0,0,0,1
2011,6,0,0,0,0,0.7423253702734651,0.846042446596929,-0.2965716669775017,-0.8216003175368329,113,0,3,1,0.01880000000000004,0,1,0,0,0,0
2011,6,1,0,0,0,0.7423253702734651,0.846042446596929,-0.08921043263928967,-0.21162216067152378,96,0,3,1,0.01880000000000004,0,1,0,0,0,1
2011,6,2,0,0,0,0.7423253702734651,0.846042446596929,-0.08921043263928967,-0.21162216067152378,64,0,3,1,0.01880000000000004,0,1,0,0,0,1
2011,6,3,0,0,0,0.6384067547142552,0.7581468145076959,0.11815080169892238,-0.21162216067152378,47,0,3,1,0.013900000000000023,0,1,0,0,0,1
2011,6,4,0,0,0,0.6384067547142552,0.7581468145076959,0.11815080169892238,-0.21162216067152378,12,0,3,1,0.013900000000000023,0,1,0,0,0,1
2011,6,5,0,0,0,0.6384067547142552,0.7581468145076959,-0.08921043263928967,-0.4561040224714265,6,0,3,1,0.013900000000000023,0,1,0,0,0,1
2011,6,6,0,0,0,0.6384067547142552,0.7581468145076959,-0.08921043263928967,-0.6997682191816975,21,0,3,1,0.013900000000000023,0,1,0,0,0,1
2011,6,7,0,0,0,0.5344881391550452,0.6696690921397265,0.5328732703753459,0.5201880945489205,27,1,2,1,0.009099999999999997,0,1,0,0,0,1
2011,6,8,0,0,0,0.5344881391550452,0.6696690921397265,0.5328732703753459,0.5201880945489205,98,1,2,1,0.009099999999999997,0,1,0,0,0,1
2011,6,9,0,0,0,0.5344881391550452,0.5817734600504935,0.792074813298111,0.032042036038747064,164,1,2,1,0.0242,0,1,0,0,0,1
2011,6,10,0,0,0,0.6384067547142552,0.6696690921397265,0.5328732703753459,-0.8216003175368329,251,0,0,1,0.029100000000000015,0,1,0,0,0,1
2011,6,11,0,0,0,0.7423253702734651,0.7581468145076959,0.32551203603713386,-0.6997682191816975,335,0,0,1,0.03390000000000004,0,1,0,0,0,1
2011,6,12,0,0,0,0.7423253702734651,0.7581468145076959,0.32551203603713386,-0.6997682191816975,335,0,0,1,0.03390000000000004,0,1,0,0,0,1
2011,6,13,0,0,0,0.8462439858326751,0.846042446596929,0.11815080169892238,-0.6997682191816975,367,0,0,1,0.03880000000000006,0,1,0,0,0,0
2011,6,14,0,0,0,1.0540812169510945,1.0224158010541315,-0.2447313583929487,-0.21162216067152378,385,0,0,1,0.04849999999999999,0,1,0,0,0,0
2011,6,15,0,0,0,1.0540812169510945,1.0224158010541315,-0.4520925927311602,-1.5542282378469092,417,0,0,1,0.04849999999999999,0,1,0,0,0,0
2011,6,16,0,0,0,1.1579998325103045,1.1108935234221011,-0.6076135184848193,-0.8216003175368329,398,0,0,1,0.053300000000000014,0,1,0,0,0,0
2011,6,17,0,0,0,1.2619184480695143,1.1108935234221011,-0.6076135184848193,-1.5542282378469092,390,1,1,1,0.07330000000000003,0,1,0,0,0,0
2011,6,18,0,0,0,1.0540812169510945,1.0224158010541315,-0.2447313583929487,-0.6997682191816975,363,1,1,1,0.04849999999999999,0,1,0,0,0,0
2011,6,19,0,0,0,0.950162601391885,0.9345201689648985,0.11815080169892238,-0.21162216067152378,357,1,1,1,0.04360000000000008,0,1,0,0,0,0
2011,6,20,0,0,0,0.8462439858326751,0.846042446596929,0.32551203603713386,0.032042036038747064,279,0,3,1,0.03880000000000006,0,1,0,0,0,0
2011,6,21,0,0,0,0.7423253702734651,0.7581468145076959,0.5328732703753459,-0.21162216067152378,165,0,3,1,0.03390000000000004,0,1,0,0,0,0
2011,6,22,0,0,0,0.7423253702734651,0.6696690921397265,0.792074813298111,0.2765238978386496,130,0,3,1,0.04910000000000003,0,1,0,0,0,0
2011,6,23,0,0,0,0.6384067547142552,0.6696690921397265,0.792074813298111,-0.4561040224714265,86,0,3,1,0.029100000000000015,0,1,0,0,0,0
2011,6,0,0,1,1,0.6384067547142552,0.6696690921397265,0.792074813298111,-0.4561040224714265,29,0,3,0,0.029100000000000015,0,1,0,0,0,0
2011,6,1,0,1,1,0.5344881391550452,0.4932957376825239,1.0512763562208756,-0.4561040224714265,14,0,3,0,0.03939999999999999,0,1,0,0,0,0
2011,6,2,0,1,1,0.4305695235958353,0.4054001055932909,1.3104778991436405,-0.6997682191816975,8,0,3,0,0.034499999999999975,0,1,0,0,0,0
2011,6,3,0,1,1,0.4305695235958353,0.4054001055932909,1.3104778991436405,-1.5542282378469092,5,0,3,0,0.034499999999999975,0,1,0,0,0,0
2011,6,4,0,1,1,0.3266509080366259,0.31692238322532135,1.621519750650958,-0.6997682191816975,8,0,3,0,0.02970000000000006,0,1,0,0,0,0
2011,6,5,0,1,1,0.3266509080366259,0.31692238322532135,1.3104778991436405,-0.8216003175368329,31,0,3,0,0.02970000000000006,0,1,0,0,0,0
2011,6,6,0,1,1,0.4305695235958353,0.4054001055932909,1.3104778991436405,-1.5542282378469092,112,0,3,0,0.034499999999999975,0,1,0,0,0,0
2011,6,7,0,1,1,0.6384067547142552,0.6696690921397265,0.792074813298111,-0.6997682191816975,299,1,2,0,0.029100000000000015,0,1,0,0,0,0
2011,6,8,0,1,1,0.7423253702734651,0.7581468145076959,0.5328732703753459,-0.8216003175368329,438,1,2,0,0.03390000000000004,0,1,0,0,0,0
2011,6,9,0,1,1,1.0540812169510945,1.0224158010541315,-0.2447313583929487,-0.21162216067152378,188,1,2,0,0.04849999999999999,0,1,0,0,0,0
2011,6,10,0,1,1,1.1579998325103045,1.1108935234221011,-0.6076135184848193,0.2765238978386496,95,0,0,0,0.053300000000000014,0,1,0,0,0,0
2011,6,11,0,1,1,1.2619184480695143,1.1108935234221011,-1.074176295745796,-0.4561040224714265,111,0,0,0,0.07330000000000003,0,1,0,0,0,0
2011,6,12,0,1,1,1.3658370636287243,1.1108935234221011,-1.3333778386685609,-0.21162216067152378,153,0,0,0,0.09330000000000005,0,1,0,0,0,0
2011,6,13,0,1,1,1.4697556791879343,1.198789155511334,-1.437058455837667,-1.5542282378469092,180,0,0,0,0.09820000000000007,0,1,0,0,0,0
2011,6,14,0,1,1,1.4697556791879343,1.198789155511334,-1.6444196901758785,-0.4561040224714265,145,0,0,0,0.09820000000000007,0,1,0,0,0,0
2011,6,15,0,1,1,1.5736742947471443,1.2872668778793035,-1.7481003073449846,0.032042036038747064,165,0,0,0,0.10300000000000009,0,1,0,0,0,0
2011,6,16,0,1,1,1.3658370636287243,1.1108935234221011,-1.5407390730067727,-0.4561040224714265,267,0,0,0,0.09330000000000005,0,1,0,0,0,0
2011,6,17,0,1,1,1.4697556791879343,1.198789155511334,-1.5407390730067727,0.7646699563488234,579,1,1,0,0.09820000000000007,0,1,0,0,0,0
2011,6,18,0,1,1,1.3658370636287243,1.1108935234221011,-1.6444196901758785,-0.4561040224714265,556,1,1,0,0.09330000000000005,0,1,0,0,0,0
2011,6,19,0,1,1,1.1579998325103045,1.1108935234221011,-0.4520925927311602,0.032042036038747064,407,1,1,0,0.053300000000000014,0,1,0,0,0,0
2011,6,20,0,1,1,0.950162601391885,0.9345201689648985,-0.08921043263928967,-0.4561040224714265,336,0,3,0,0.04360000000000008,0,1,0,0,0,0
2011,6,21,0,1,1,0.8462439858326751,0.846042446596929,-0.2965716669775017,-0.8216003175368329,189,0,3,0,0.03880000000000006,0,1,0,0,0,0
2011,6,22,0,1,1,0.8462439858326751,0.846042446596929,-0.08921043263928967,-0.8216003175368329,173,0,3,0,0.03880000000000006,0,1,0,0,0,0
2011,6,23,0,1,1,0.7423253702734651,0.7581468145076959,0.32551203603713386,-0.8216003175368329,60,0,3,0,0.03390000000000004,0,1,0,0,0,0
2011,6,0,0,2,1,0.7423253702734651,0.7581468145076959,0.11815080169892238,-0.8216003175368329,20,0,3,0,0.03390000000000004,0,1,0,0,0,0
2011,6,1,0,2,1,0.6384067547142552,0.7581468145076959,0.32551203603713386,-0.4561040224714265,4,0,3,0,0.013900000000000023,0,1,0,0,0,0
2011,6,2,0,2,1,0.5344881391550452,0.6696690921397265,0.5328732703753459,-0.8216003175368329,5,0,3,0,0.009099999999999997,0,1,0,0,0,0
2011,6,3,0,2,1,0.5344881391550452,0.6696690921397265,0.5328732703753459,-0.8216003175368329,2,0,3,0,0.009099999999999997,0,1,0,0,0,0
2011,6,4,0,2,1,0.4305695235958353,0.4054001055932909,1.0512763562208756,-0.4561040224714265,5,0,3,0,0.034499999999999975,0,1,0,0,0,0
2011,6,5,0,2,1,0.4305695235958353,0.4054001055932909,1.3104778991436405,-0.21162216067152378,32,0,3,0,0.034499999999999975,0,1,0,0,0,0
2011,6,6,0,2,1,0.5344881391550452,0.5817734600504935,0.792074813298111,-0.4561040224714265,126,0,3,0,0.0242,0,1,0,0,0,0
2011,6,7,0,2,1,0.7423253702734651,0.7581468145076959,0.32551203603713386,0.032042036038747064,334,1,2,0,0.03390000000000004,0,1,0,0,0,1
2011,6,8,0,2,1,0.950162601391885,0.9345201689648985,-0.08921043263928967,-0.4561040224714265,477,1,2,0,0.04360000000000008,0,1,0,0,0,1
2011,6,9,0,2,1,1.1579998325103045,1.1108935234221011,-0.2447313583929487,0.2765238978386496,217,1,2,0,0.053300000000000014,0,1,0,0,0,1
2011,6,10,0,2,1,1.3658370636287243,1.198789155511334,-0.7631344442384783,0.032042036038747064,123,0,0,0,0.07820000000000005,0,1,0,0,0,1
2011,6,11,0,2,1,1.3658370636287243,1.2872668778793035,-0.5557732099002662,0.5201880945489205,151,0,0,0,0.06300000000000006,0,1,0,0,0,1
2011,6,12,0,2,1,1.5736742947471443,1.463640232336506,-0.866815061407584,0.7646699563488234,183,0,0,0,0.0727000000000001,0,1,0,0,0,1
2011,6,13,0,2,1,1.5736742947471443,1.463640232336506,-1.022335987161243,0.5201880945489205,196,0,0,0,0.0727000000000001,0,1,0,0,0,1
2011,6,14,0,2,1,1.5736742947471443,1.463640232336506,-1.022335987161243,0.7646699563488234,146,0,0,0,0.0727000000000001,0,1,0,0,0,1
2011,6,15,0,2,1,1.6775929103063536,1.551535864425739,-1.126016604330349,1.1309839165038615,183,0,0,0,0.0776,0,1,0,0,0,1
2011,6,16,0,2,1,1.5736742947471443,1.3751625099685365,-1.2815375300840077,0.2765238978386496,308,0,0,0,0.08790000000000009,0,1,0,0,0,0
2011,6,17,0,2,1,1.5736742947471443,1.463640232336506,-1.022335987161243,0.5201880945489205,539,1,1,0,0.0727000000000001,0,1,0,0,0,0
2011,6,18,0,2,1,1.4697556791879343,1.2872668778793035,-0.866815061407584,0.7646699563488234,551,1,1,0,0.08300000000000007,0,1,0,0,0,0
2011,6,19,0,2,1,1.3658370636287243,1.198789155511334,-0.7631344442384783,0.5201880945489205,424,1,1,0,0.07820000000000005,0,1,0,0,0,0
2011,6,20,0,2,1,1.2619184480695143,1.198789155511334,-0.34841197556205417,-0.4561040224714265,346,0,3,0,0.05820000000000003,0,1,0,0,0,0
2011,6,21,0,2,1,1.1579998325103045,1.198789155511334,0.3773523446216869,-0.4561040224714265,218,0,3,0,0.03820000000000001,0,1,0,0,0,0
2011,6,22,0,2,1,1.0540812169510945,1.0224158010541315,0.11815080169892238,-0.4561040224714265,153,0,3,0,0.04849999999999999,0,1,0,0,0,0
2011,6,23,0,2,1,0.950162601391885,0.9345201689648985,0.843915121882664,-0.6997682191816975,90,0,3,0,0.04360000000000008,0,1,0,0,0,0
2011,6,0,0,3,1,0.8462439858326751,0.6696690921397265,1.3623182077281935,-0.4561040224714265,41,0,3,0,0.06910000000000005,0,1,0,0,0,0
2011,6,1,0,3,1,0.8462439858326751,0.7581468145076959,0.792074813298111,-1.5542282378469092,23,0,3,0,0.05390000000000006,0,1,0,0,0,0
2011,6,2,0,3,1,0.7423253702734651,0.5817734600504935,1.3623182077281935,-0.8216003175368329,7,0,3,0,0.06420000000000003,0,1,0,0,0,0
2011,6,3,0,3,1,0.7423253702734651,0.5817734600504935,1.3623182077281935,-0.8216003175368329,3,0,3,0,0.06420000000000003,0,1,0,0,0,0
2011,6,4,0,3,1,0.6384067547142552,0.5817734600504935,1.0512763562208756,-1.5542282378469092,6,0,3,0,0.04420000000000002,0,1,0,0,0,0
2011,6,5,0,3,1,0.6384067547142552,0.4932957376825239,1.3104778991436405,-1.5542282378469092,21,0,3,0,0.05940000000000001,0,1,0,0,0,0
2011,6,6,0,3,1,0.7423253702734651,0.5817734600504935,1.3623182077281935,-0.4561040224714265,116,0,3,0,0.06420000000000003,0,1,0,0,0,0
2011,6,7,0,3,1,0.8462439858326751,0.846042446596929,0.584713578959899,-0.6997682191816975,353,1,2,0,0.03880000000000006,0,1,0,0,0,0
2011,6,8,0,3,1,1.3658370636287243,1.3751625099685365,-0.2447313583929487,-0.21162216067152378,481,1,2,0,0.047900000000000054,0,1,0,0,0,0
2011,6,9,0,3,1,1.3658370636287243,1.3751625099685365,-0.2447313583929487,-0.21162216067152378,202,1,2,0,0.047900000000000054,0,1,0,0,0,0
2011,6,10,0,3,1,1.6775929103063536,1.551535864425739,-1.022335987161243,0.2765238978386496,90,0,0,0,0.0776,0,1,0,0,0,0
2011,6,11,0,3,1,1.7815115258655636,1.6400135867937093,-1.126016604330349,0.032042036038747064,134,0,0,0,0.08239999999999992,0,1,0,0,0,0
2011,6,12,0,3,1,1.9893487569839834,1.9927602957081143,-1.074176295745796,-0.4561040224714265,149,0,0,0,0.061799999999999966,0,1,0,0,0,0
2011,6,13,0,3,1,2.093267372543193,2.1691336501653167,-1.074176295745796,-1.5542282378469092,136,0,0,0,0.05149999999999999,0,1,0,0,0,0
2011,6,14,0,3,1,2.197185988102403,2.3455070046225193,-1.1778569129149017,0.5201880945489205,155,0,0,0,0.041200000000000014,0,1,0,0,0,0
2011,6,15,0,3,1,2.197185988102403,2.3455070046225193,-1.1778569129149017,-0.21162216067152378,128,0,0,0,0.041200000000000014,0,1,0,0,0,0
2011,6,16,0,3,1,2.197185988102403,2.3455070046225193,-1.1778569129149017,0.2765238978386496,233,0,0,0,0.041200000000000014,0,1,0,0,0,0
2011,6,17,0,3,1,2.197185988102403,2.1691336501653167,-1.437058455837667,0.2765238978386496,506,1,1,0,0.07150000000000001,0,1,0,0,0,0
2011,6,18,0,3,1,2.093267372543193,1.9927602957081143,-1.3333778386685609,0.2765238978386496,459,1,1,0,0.08179999999999998,0,1,0,0,0,0
2011,6,19,0,3,1,1.6775929103063536,1.9042825733401447,-0.1928910498083957,-0.4561040224714265,384,1,1,0,0.016999999999999904,0,1,0,0,0,0
2011,6,20,0,3,1,1.5736742947471443,1.8163869412509117,0.014470184529816355,-0.4561040224714265,280,0,3,0,0.0121,0,1,0,0,0,0
2011,6,21,0,3,1,1.5736742947471443,1.9042825733401447,0.16999111028347538,-0.4561040224714265,202,0,3,0,0.0030000000000000027,0,1,0,0,0,0
2011,6,22,0,3,1,1.3658370636287243,1.551535864425739,0.636553887544452,-0.21162216067152378,176,0,3,0,0.01760000000000006,0,1,0,0,0,0
2011,6,23,0,3,1,1.3658370636287243,1.551535864425739,0.636553887544452,0.032042036038747064,116,0,3,0,0.01760000000000006,0,1,0,0,0,0
2011,6,0,0,4,1,1.2619184480695143,1.3751625099685365,0.843915121882664,-0.4561040224714265,47,0,3,0,0.027900000000000036,0,1,0,0,0,1
2011,6,1,0,4,1,1.2619184480695143,1.3751625099685365,0.843915121882664,-0.6997682191816975,16,0,3,0,0.027900000000000036,0,1,0,0,0,0
2011,6,2,0,4,1,1.1579998325103045,1.3751625099685365,1.1031166648054285,-0.21162216067152378,6,0,3,0,0.007900000000000018,0,1,0,0,0,1
2011,6,3,0,4,1,1.1579998325103045,1.3751625099685365,1.1031166648054285,-0.6997682191816975,2,0,3,0,0.007900000000000018,0,1,0,0,0,1
2011,6,4,0,4,1,1.1579998325103045,1.2872668778793035,0.843915121882664,-0.8216003175368329,6,0,3,0,0.02300000000000002,0,1,0,0,0,1
2011,6,5,0,4,1,1.0540812169510945,1.1108935234221011,1.1031166648054285,-1.5542282378469092,20,0,3,0,0.033299999999999996,0,1,0,0,0,1
2011,6,6,0,4,1,1.1579998325103045,1.3751625099685365,1.1031166648054285,-0.8216003175368329,118,0,3,0,0.007900000000000018,0,1,0,0,0,1
2011,6,7,0,4,1,1.1579998325103045,1.2872668778793035,0.843915121882664,-0.4561040224714265,314,1,2,0,0.02300000000000002,0,1,0,0,0,1
2011,6,8,0,4,1,1.3658370636287243,1.463640232336506,0.3773523446216869,-0.6997682191816975,432,1,2,0,0.03270000000000006,0,1,0,0,0,1
2011,6,9,0,4,1,1.7815115258655636,1.8163869412509117,-0.7112941356539253,-1.5542282378469092,168,1,2,0,0.052099999999999924,0,1,0,0,0,0
2011,6,10,0,4,1,1.8854301414247734,1.9927602957081143,-0.6594538270693723,0.7646699563488234,94,0,0,0,0.04179999999999995,0,1,0,0,0,0
2011,6,11,0,4,1,2.093267372543193,2.1691336501653167,-1.074176295745796,0.2765238978386496,118,0,0,0,0.05149999999999999,0,1,0,0,0,0
2011,6,12,0,4,1,2.197185988102403,2.1691336501653167,-1.437058455837667,0.032042036038747064,140,0,0,0,0.07150000000000001,0,1,0,0,0,0
2011,6,13,0,4,1,2.093267372543193,1.9927602957081143,-1.3333778386685609,-0.8216003175368329,136,0,0,0,0.08179999999999998,0,1,0,0,0,0
2011,6,14,0,4,1,2.197185988102403,2.3455070046225193,-1.1778569129149017,0.032042036038747064,118,0,0,0,0.041200000000000014,0,1,0,0,0,0
2011,6,15,0,4,1,2.3011046036616127,2.080655927797347,-1.6444196901758785,-0.21162216067152378,104,0,0,0,0.1066999999999999,0,1,0,0,0,0
2011,6,16,0,4,1,2.197185988102403,2.080655927797347,-1.5407390730067727,-0.4561040224714265,200,0,0,0,0.0867,0,1,0,0,0,0
2011,6,17,0,4,1,2.093267372543193,1.9927602957081143,-1.3333778386685609,0.5201880945489205,409,1,1,0,0.08179999999999998,0,1,0,0,0,0
2011,6,18,0,4,1,1.9893487569839834,1.9042825733401447,-1.2296972214994548,0.7646699563488234,466,1,1,0,0.07699999999999996,0,1,0,0,0,0
2011,6,19,0,4,1,1.7815115258655636,1.551535864425739,-1.2296972214994548,1.1309839165038615,326,1,1,0,0.09760000000000002,0,1,0,0,0,1
2011,6,20,0,4,1,1.5736742947471443,1.463640232336506,-1.022335987161243,0.032042036038747064,254,0,3,0,0.0727000000000001,0,1,0,0,0,1
2011,6,21,0,4,1,1.3658370636287243,1.2872668778793035,-0.5557732099002662,-1.5542282378469092,171,0,3,0,0.06300000000000006,0,1,0,0,1,0
2011,6,22,0,4,1,1.2619184480695143,1.198789155511334,-0.2447313583929487,-0.21162216067152378,153,0,3,0,0.05820000000000003,0,1,0,0,0,1
2011,6,23,0,4,1,1.2619184480695143,1.2872668778793035,-0.2965716669775017,-0.21162216067152378,97,0,3,0,0.04300000000000004,0,1,0,0,0,1
2011,6,0,0,5,1,1.0540812169510945,1.0224158010541315,0.11815080169892238,0.2765238978386496,69,0,3,0,0.04849999999999999,0,1,0,0,1,0
2011,6,1,0,5,1,1.0540812169510945,1.0224158010541315,0.11815080169892238,0.2765238978386496,23,0,3,0,0.04849999999999999,0,1,0,0,1,0
2011,6,2,0,5,1,0.950162601391885,0.9345201689648985,0.32551203603713386,-0.21162216067152378,13,0,3,0,0.04360000000000008,0,1,0,0,0,0
2011,6,3,0,5,1,0.950162601391885,0.9345201689648985,0.32551203603713386,-0.21162216067152378,6,0,3,0,0.04360000000000008,0,1,0,0,0,0
2011,6,4,0,5,1,0.8462439858326751,0.7581468145076959,0.792074813298111,-0.21162216067152378,4,0,3,0,0.05390000000000006,0,1,0,0,0,0
2011,6,5,0,5,1,0.8462439858326751,0.7581468145076959,0.792074813298111,-0.21162216067152378,28,0,3,0,0.05390000000000006,0,1,0,0,0,0
2011,6,6,0,5,1,0.8462439858326751,0.7581468145076959,0.792074813298111,-0.8216003175368329,104,0,3,0,0.05390000000000006,0,1,0,0,0,0
2011,6,7,0,5,1,1.1579998325103045,1.198789155511334,0.16999111028347538,-0.6997682191816975,267,1,2,0,0.03820000000000001,0,1,0,0,0,0
2011,6,8,0,5,1,1.2619184480695143,1.198789155511334,-0.2447313583929487,-0.4561040224714265,452,1,2,0,0.05820000000000003,0,1,0,0,0,0
2011,6,9,0,5,1,1.3658370636287243,1.2872668778793035,-0.4002522841466072,-1.5542282378469092,213,1,2,0,0.06300000000000006,0,1,0,0,0,0
2011,6,10,0,5,1,1.4697556791879343,1.3751625099685365,-0.5557732099002662,-1.5542282378469092,111,0,0,0,0.06790000000000007,0,1,0,0,0,0
2011,6,11,0,5,1,1.6775929103063536,1.6400135867937093,-0.866815061407584,-1.5542282378469092,153,0,0,0,0.0623999999999999,0,1,0,0,0,0
2011,6,12,0,5,1,1.7815115258655636,1.6400135867937093,-0.9704956785766901,-0.4561040224714265,207,0,0,0,0.08239999999999992,0,1,0,0,0,0
2011,6,13,0,5,1,1.7815115258655636,1.6400135867937093,-0.9704956785766901,-0.6997682191816975,189,0,0,0,0.08239999999999992,0,1,0,0,0,0
2011,6,14,0,5,1,1.8854301414247734,1.7279092188829421,-1.2296972214994548,-1.5542282378469092,165,0,0,0,0.08729999999999993,0,1,0,0,0,0
2011,6,15,0,5,1,1.7815115258655636,1.6400135867937093,-0.9704956785766901,-0.6997682191816975,212,0,0,0,0.08239999999999992,0,1,0,0,0,0
2011,6,16,0,5,1,1.6775929103063536,1.8163869412509117,-0.34841197556205417,0.8865020547039586,285,0,0,0,0.032099999999999906,0,1,0,0,0,0
2011,6,17,0,5,1,1.6775929103063536,1.7279092188829421,-0.5557732099002662,0.2765238978386496,517,1,1,0,0.0472999999999999,0,1,0,0,0,0
2011,6,18,0,5,1,1.5736742947471443,1.7279092188829421,-0.1928910498083957,0.2765238978386496,463,1,1,0,0.02729999999999999,0,1,0,0,0,0
2011,6,19,0,5,1,1.4697556791879343,1.551535864425739,-0.1928910498083957,0.032042036038747064,306,1,1,0,0.03760000000000008,0,1,0,0,0,0
2011,6,20,0,5,1,1.3658370636287243,1.3751625099685365,-0.03737012405473666,-0.6997682191816975,250,0,3,0,0.047900000000000054,0,1,0,0,0,0
2011,6,21,0,5,1,1.3658370636287243,1.463640232336506,0.16999111028347538,-0.4561040224714265,218,0,3,0,0.03270000000000006,0,1,0,0,0,0
2011,6,22,0,5,1,1.1579998325103045,1.2872668778793035,0.584713578959899,0.5201880945489205,185,0,3,0,0.02300000000000002,0,1,0,0,0,0
2011,6,23,0,5,1,1.1579998325103045,1.2872668778793035,0.584713578959899,-0.21162216067152378,146,0,3,0,0.02300000000000002,0,1,0,0,0,0
2011,6,0,0,6,0,1.0540812169510945,1.1108935234221011,0.843915121882664,-0.4561040224714265,117,0,3,1,0.033299999999999996,0,1,0,0,0,0
2011,6,1,0,6,0,1.0540812169510945,1.1108935234221011,0.843915121882664,-0.8216003175368329,77,0,3,1,0.033299999999999996,0,1,0,0,0,0
2011,6,2,0,6,0,1.0540812169510945,1.1108935234221011,0.843915121882664,-0.6997682191816975,60,0,3,1,0.033299999999999996,0,1,0,0,0,0
2011,6,3,0,6,0,0.950162601391885,0.9345201689648985,1.0512763562208756,-0.8216003175368329,28,0,3,1,0.04360000000000008,0,1,0,0,0,0
